id,type,experiment,knowledge,difficulty,question,option_a,option_b,option_c,option_d,answer,blank_count,fill_hint,explanation,keywords,source
q068,choice,模块2-决策树与规则分类器,C4.5划分标准,1,C4.5算法使用信息增益（Information Gain）作为属性划分标准。,对,错,,,B,0.0,,错误。C4.5使用信息增益率（Gain Ratio）而非信息增益。ID3使用信息增益，C4.5改用信息增益率来修正ID3偏向多值属性的问题。,"C4.5,信息增益率,信息增益",模块2
q069,choice,模块2-决策树与规则分类器,基尼系数与纯度,1,基尼系数（Gini Index）越大，表示数据集的纯度越高。,对,错,,,B,0.0,,错误。基尼系数越小，纯度越高。Gini=0表示所有样本属于同一类（最纯），Gini越接近0.5表示类别越混杂（纯度越低）。,"基尼系数,纯度,反比关系",模块2
q070,choice,模块2-决策树与规则分类器,预剪枝vs后剪枝,2,预剪枝是指在决策树完全生长并分类所有训练样本后，再对树进行剪枝。,对,错,,,B,0.0,,错误。题目描述的是后剪枝。预剪枝是在树构建过程中提前停止（如设置最大深度、最小样本数），后剪枝才是先完全生长再剪枝。,"预剪枝,后剪枝,区别",模块2
q071,choice,模块2-决策树与规则分类器,决策树路径转规则,1,决策树的每条从根节点到叶节点的路径都可以转化为一条分类规则。,对,错,,,A,0.0,,正确。这是树-规则等价性的核心：每条路径上的测试条件用AND连接构成IF部分，叶节点标签构成THEN部分，即IF条件1 AND 条件2 ... THEN 类别。,"决策树,路径,IF-THEN规则",模块2
q072,choice,模块2-决策树与规则分类器,穷尽性,2,规则分类器的穷尽性（Exhaustive）要求数据集中的每条记录至少被一条规则覆盖。,对,错,,,A,0.0,,正确。穷尽性确保数据集中的每条记录都至少有一条规则能覆盖它，避免出现'无法分类'的情况。通常用默认规则（default class）来保证穷尽性。,"穷尽性,规则覆盖",模块2
q073,choice,模块2-决策树与规则分类器,互斥性,2,互斥性（Mutually Exclusive）允许一条记录同时匹配多条规则。,对,错,,,B,0.0,,错误。互斥性要求每条记录最多匹配一条规则，即规则之间不能有重叠。如果一条记录能同时匹配多条规则，则不满足互斥性。,"互斥性,规则冲突",模块2
q074,choice,模块2-决策树与规则分类器,置信度比较性质,3,根据置信度比较性质，当 $X \subseteq Z$ 时，添加更多前件条件不会增加规则的置信度。,对,错,,,A,0.0,,正确。$conf(Z \rightarrow Y) \leq conf(X \rightarrow Y)$ 当 $X \subseteq Z$。添加更多前件条件（更严格的约束）不会增加置信度，只会保持或降低。,"置信度,比较性质,前件条件",模块2
q075,choice,模块2-决策树与规则分类器,信息增益率公式,2,信息增益率的计算公式为：信息增益率 = 信息增益 / 分裂信息（SplitInfo）。,对,错,,,A,0.0,,正确。$GainRatio(A) = Gain(A) / SplitInfo(A)$。SplitInfo(A)衡量属性A自身的信息量，取值越多则SplitInfo越大，从而惩罚多值属性。,"信息增益率,公式,SplitInfo",模块2
q076,choice,模块2-决策树与规则分类器,C4.5连续值二分法,2,C4.5处理连续属性时使用三分法，即将连续值分为三个区间。,对,错,,,B,0.0,,错误。C4.5使用二分法处理连续属性：排序后取相邻值中点，每次二分（小于等于/大于），选择信息增益率最大的分裂点。不是三分法。,"C4.5,二分法,连续属性",模块2
q077,choice,模块2-决策树与规则分类器,ID3无剪枝,1,ID3算法具有内置的剪枝功能，可以有效防止过拟合。,对,错,,,B,0.0,,错误。ID3没有剪枝功能，这是其缺陷之一。C4.5在ID3基础上增加了剪枝处理（后剪枝），以控制树的大小和防止过拟合。,"ID3,剪枝,过拟合,C4.5",模块2
q078,choice,模块2-决策树与规则分类器,叶节点含义,1,决策树的叶节点代表对某个属性的测试条件。,对,错,,,B,0.0,,错误。决策树的叶节点代表分类标签（最终决策结果），非叶子节点才代表对属性的测试条件。结构为：根节点→非叶节点（测试条件）→分支→叶节点（标签）。,"决策树,叶节点,分类标签,测试条件",模块2
q079,choice,模块2-决策树与规则分类器,训练集测试集互斥,2,训练集和测试集可以不互斥，即允许测试样本出现在训练集中。,对,错,,,B,0.0,,错误。训练集和测试集必须互斥，否则测试结果无法反映模型的真实泛化能力。用训练过的样本测试会产生虚高的评估结果。,"训练集,测试集,互斥,泛化",模块2
q080,choice,模块2-决策树与规则分类器,交叉验证,2,交叉验证法（Cross-Validation）是一种常用的获取测试集的方法。,对,错,,,A,0.0,,正确。交叉验证（如k-fold）将数据分为k份，轮流用k-1份训练、1份测试，每份都做过测试集，能更充分地利用数据评估模型性能。,"交叉验证,测试集,评估",模块2
q081,choice,模块2-决策树与规则分类器,留出法,1,留出法（Hold-out）是获取测试集的一种常用方法，将数据集分为训练集和测试集两部分。,对,错,,,A,0.0,,正确。留出法是最简单的数据集划分方法，将数据集按比例（如7:3）随机分为互斥的训练集和测试集。,"留出法,Hold-out,测试集",模块2
q082,choice,模块2-决策树与规则分类器,树-规则等价性,2,树-规则等价性是指决策树和神经网络在数学上是等价的。,对,错,,,B,0.0,,错误。树-规则等价性是指决策树的每条根到叶路径可以转化为一条IF-THEN分类规则，且规则集与决策树在分类功能上等价，而非与神经网络等价。,"树-规则等价性,路径转规则",模块2
q083,choice,模块2-决策树与规则分类器,无序规则集投票,3,无序规则集中，当多条规则同时匹配一条记录时，通常采用投票方式决定最终分类。,对,错,,,A,0.0,,正确。无序规则集没有优先级，当多条规则同时匹配时，采用投票（多数表决）或加权投票方式决定最终分类。这与有序规则集（第一条命中即生效）的处理方式不同。,"无序规则集,投票,冲突解决",模块2
q084,choice,模块2-决策树与规则分类器,CART划分标准,1,CART和ID3使用相同的划分标准。,对,错,,,B,0.0,,错误。ID3使用信息增益，CART使用基尼系数（Gini Index），C4.5使用信息增益率。三种算法使用不同的划分标准。,"CART,ID3,划分标准,基尼系数,信息增益",模块2
q085,choice,模块2-决策树与规则分类器,概率估计,2,"在信息增益公式中，$p_i$ 通常用 $|C_{i,D}| / |D|$ 来估计，即类别 $C_i$ 在数据集D中的比例。",对,错,,,A,0.0,,"正确。在信息增益的实际计算中，$p_i$ 通过训练数据中各类别的样本比例 $|C_{i,D}| / |D|$ 来估计，这是频率学派的概率估计方法。","信息增益,概率估计,频率",模块2
q086,choice,模块2-决策树与规则分类器,ID3分裂后删属性,2,ID3算法中，当一个属性被选为当前节点的测试属性后，在其子树的构建中会删除该属性列。,对,错,,,A,0.0,,正确。ID3在划分后，该属性已用于当前路径，在子树中不再使用（删除该属性列），确保每个属性在一条路径上最多使用一次，避免冗余。,"ID3,属性删除,划分",模块2
q087,choice,模块2-决策树与规则分类器,有监督vs无监督,1,分类任务属于有监督学习，聚类任务属于无监督学习。,对,错,,,A,0.0,,正确。分类任务使用带标签的训练数据（有监督），聚类任务不需要标签，根据数据内在结构自动分组（无监督）。,"有监督学习,无监督学习,分类,聚类",模块2
q088,choice,模块2-决策树与规则分类器,决策树需要训练集,1,决策树的构建不需要训练集，可以直接对测试数据进行分类。,对,错,,,B,0.0,,错误。决策树是有监督学习方法，构建过程必须使用训练集来学习划分规则。没有训练集，决策树无法确定哪些属性作为测试条件以及如何划分。,"决策树,训练集,有监督学习",模块2
q089,fill,模块2-决策树与规则分类器,ID3划分标准,1,ID3决策树算法使用____作为属性划分标准。,,,,,信息增益,1.0,四个字，英文Information Gain,ID3使用信息增益选择划分属性，选择信息增益最大的属性作为当前节点的测试属性。,"ID3,信息增益,划分标准",模块2
q090,fill,模块2-决策树与规则分类器,信息熵公式,1,信息熵的计算公式为：$Info(D) =$ ____。,,,,,-Σp_i·log₂(p_i),1.0,用求和符号、p_i和log₂表示,信息熵公式 $Info(D) = -\sum_{i=1}^{m} p_i \cdot \log_2(p_i)$，其中 $p_i$ 是第i类在D中的比例，m是类别数。,"信息熵,公式,ID3",模块2
q091,fill,模块2-决策树与规则分类器,C4.5划分标准,1,C4.5算法使用____作为属性划分标准，修正了ID3偏向多值属性的问题。,,,,,信息增益率,1.0,五个字，英文Gain Ratio,C4.5使用信息增益率 $GainRatio(A) = Gain(A) / SplitInfo(A)$，通过SplitInfo惩罚多值属性，修正ID3的偏向问题。,"C4.5,信息增益率,GainRatio",模块2
q092,fill,模块2-决策树与规则分类器,基尼系数公式,2,CART使用的基尼系数公式为：$Gini(D) =$ ____。,,,,,1-Σp_i²,1.0,用1、求和符号和p_i平方表示,基尼系数 $Gini(D) = 1 - \sum_{i=1}^{m} p_i^2$，值越小表示数据集纯度越高。CART用基尼系数选择划分属性。,"基尼系数,公式,CART",模块2
q093,fill,模块2-决策树与规则分类器,剪枝分类,2,决策树的剪枝分为____和____两种。,,,,,预剪枝||后剪枝,2.0,第一种是构建时提前停止，第二种是构建完成后剪枝,预剪枝在树构建过程中提前停止生长；后剪枝先让树完全生长，再自底向上剪枝。两者都是防止过拟合的重要手段。,"剪枝,预剪枝,后剪枝",模块2
q094,fill,模块2-决策树与规则分类器,C4.5四大改进,3,C4.5相对于ID3的四大改进包括：信息增益率、连续属性处理、____、剪枝处理。,,,,,缺失值处理,1.0,五个字，处理数据不完整的情况,C4.5四大改进：①信息增益率替代信息增益；②连续属性处理（二分法）；③缺失值处理（F因子+权重分配）；④剪枝处理（后剪枝）。,"C4.5,四大改进,缺失值处理",模块2
q095,fill,模块2-决策树与规则分类器,规则分类器性质,2,基于规则的分类器有两个核心性质：____要求每条记录至少匹配一条规则，____要求每条记录最多匹配一条规则。,,,,,穷尽性||互斥性,2.0,第一个三个字，第二个三个字,穷尽性（Exhaustive）保证无遗漏，互斥性（Mutually Exclusive）保证无冲突。同时满足两者时，每条记录恰好被一条规则覆盖。,"穷尽性,互斥性,规则分类器",模块2
q096,fill,模块2-决策树与规则分类器,叶节点含义,1,在决策树中，代表最终分类标签的是____节点。,,,,,叶,1.0,一个字，树的末端节点,决策树中，叶节点（Leaf Node）代表分类标签，非叶节点（内部节点）代表属性测试条件。每条从根到叶的路径对应一条分类规则。,"决策树,叶节点,分类标签",模块2
q097,fill,模块2-决策树与规则分类器,基尼系数与纯度,1,基尼系数的数值越____，表示数据集的纯度越高。,,,,,小,1.0,一个字，大或小,基尼系数越小，纯度越高。Gini=0表示所有样本属于同一类（最纯），Gini越接近0.5表示越混杂。,"基尼系数,纯度,大小关系",模块2
q098,fill,模块2-决策树与规则分类器,C4.5连续值分裂点,3,C4.5处理连续属性时，先对属性值排序，然后取相邻值的____作为候选分裂点。,,,,,中点,1.0,两个字，即两个相邻值的平均值,C4.5对连续值排序后，取相邻值的中点（或较小值）作为候选分裂点，然后二分评估，选择信息增益率最大的分裂点。,"C4.5,连续值,中点,分裂点",模块2
q099,fill,模块2-决策树与规则分类器,无序规则集冲突,2,无优先级规则集（无序规则集）中，当多条规则同时匹配一条记录时，采用____方式决定最终分类。,,,,,投票,1.0,两个字，少数服从多数,无序规则集没有优先级，当多条规则同时匹配时，采用投票（多数表决）或加权投票方式决定最终分类。,"无序规则集,投票,冲突解决",模块2
q100,fill,模块2-决策树与规则分类器,信息增益选择,1,ID3算法在每一步选择____最大的属性作为当前节点的测试属性。,,,,,信息增益,1.0,四个字，Information Gain,信息增益衡量使用某属性划分后纯度的提升程度，ID3选择信息增益最大的属性，即划分后纯度提升最多的属性。,"信息增益,属性选择,ID3",模块2
q101,choice,聚类分析,K-means聚类,1,K-means算法属于以下哪种聚类方法？,划分方法,层次方法,密度方法,模型方法,A,0.0,,K-means通过迭代划分数据到K个簇，属于划分方法。,"K-means,划分方法,聚类",教材
q102,choice,聚类分析,K-means聚类,1,K-means算法中，SSE（误差平方和）的计算公式$SSE=\sum\sum(p-C_i)^2$，以下说法正确的是？,SSE越大，聚类越紧凑,SSE越小，聚类越紧凑,SSE与聚类效果无关,SSE=0时聚类效果最差,B,0.0,,SSE衡量簇内点与质心的距离平方和，越小表示簇内越紧凑。,"SSE,误差平方和,聚类评估",教材
q103,choice,聚类分析,K-means聚类,3,在K-means中使用肘部法则确定K值时，最优K通常选在？,SSE最大的点,SSE最小的点,SSE-K曲线下降趋势的拐点,SSE=0对应的K值,C,0.0,,肘部法则观察SSE随K变化的曲线，拐点（肘部）对应的K为最佳选择。,"肘部法则,K值选择,SSE",教材
q104,choice,聚类分析,K-means聚类,3,K-means算法对以下哪项不敏感？,初始质心选择,离群点,K值大小,以上都敏感,D,0.0,,K-means对初始质心、离群点和K值都很敏感，容易陷入局部最优。,"K-means,初始质心,离群点,局部最优",教材
q105,choice,聚类分析,K-means++,3,K-means++改进K-means的核心思想是？,使初始质心尽可能集中,使初始质心尽可能分散,自动确定K值,使用中位数代替均值,B,0.0,,K-means++在选择初始质心时，让各质心尽可能远离，避免陷入较差局部最优。,"K-means++,初始质心,分散",教材
q106,choice,聚类分析,二分K-means,3,关于二分K-means，以下说法正确的是？,比K-means对初始值更敏感,完全不受初始值影响,不太受初始值影响,必须预设K=2,C,0.0,,二分K-means从一个大簇开始逐步二分，对初始质心选取不太敏感。,"二分K-means,初始值,聚类",教材
q107,choice,聚类分析,层次聚类,1,AGNES算法属于哪种层次聚类？,自底向上的凝聚式,自顶向下的分裂式,基于密度的聚类,基于网格的聚类,A,0.0,,AGNES（AGglomerative NESting）是自底向上凝聚式层次聚类。,"AGNES,凝聚式,自底向上,层次聚类",教材
q108,choice,聚类分析,层次聚类,3,DIANA算法和AGNES算法的关系是？,两者都是凝聚式聚类,两者都是分裂式聚类,DIANA是自顶向下，AGNES是自底向上,DIANA是自底向上，AGNES是自顶向下,C,0.0,,DIANA（DIvisive ANAlysis）自顶向下分裂，AGNES自底向上凝聚。,"DIANA,分裂式,自顶向下,层次聚类",教材
q109,choice,聚类分析,层次聚类,3,在层次聚类中，最短距离法（单链法）使用的距离定义为？,两个簇中最近点对的距离,两个簇中最远点对的距离,两个簇中所有点对距离的平均值,两个簇质心之间的距离,A,0.0,,最短距离法/单链法取两个簇中最近点对的距离作为簇间距离。,"最短距离,单链,最近点对,层次聚类",教材
q110,choice,聚类分析,层次聚类,3,最长距离法（全链法）产生的簇通常具有什么特征？,链状簇,任意形状簇,紧凑的球形簇,松散的不规则簇,C,0.0,,最长距离法偏好紧凑的球形簇，因为要求簇内所有点对都相对接近。,"最长距离,全链,球形簇,层次聚类",教材
q111,choice,聚类分析,层次聚类,3,组平均法在层次聚类中使用的簇间距离定义为？,最近点对距离,最远点对距离,所有点对距离的平均值,质心距离,C,0.0,,组平均法计算两个簇中所有点对距离的平均值作为簇间距离。,"组平均法,平均距离,层次聚类",教材
q112,choice,聚类分析,层次聚类,3,层次聚类中，最短距离法（单链）的主要缺点是？,计算复杂度太低,对噪声和离群点很敏感,只能处理球形簇,必须预设簇数,B,0.0,,最短距离法由于只考虑最近点对，噪声和离群点会严重影响聚类结果。,"最短距离,单链,噪声,离群点",教材
q113,choice,聚类分析,层次聚类,3,最长距离法（全链）对噪声和离群点的表现是？,非常敏感,不太敏感,完全免疫,与最短距离法相同,B,0.0,,最长距离法考虑最远点对，单个离群点不会显著改变簇间距离，因此不太敏感。,"最长距离,全链,噪声,鲁棒性",教材
q114,choice,聚类分析,DBSCAN,1,DBSCAN算法属于以下哪种聚类方法？,划分方法,层次方法,基于密度的方法,基于模型的方法,C,0.0,,DBSCAN（Density-Based Spatial Clustering of Applications with Noise）是基于密度的聚类方法。,"DBSCAN,密度聚类",教材
q115,choice,聚类分析,DBSCAN,3,DBSCAN算法需要预设以下哪项参数？,簇数K,ε-邻域和MinPts,学习率,迭代次数,B,0.0,,DBSCAN无需预设簇数K，但需要指定ε-邻域半径和最小点数MinPts。,"DBSCAN,ε-邻域,MinPts,参数",教材
q116,choice,聚类分析,DBSCAN,3,在DBSCAN中，如果一个点在ε-邻域内的点数≥MinPts，则该点称为？,边界点,噪声点,核心点,孤立点,C,0.0,,核心点定义：其ε-邻域内包含的点数不少于MinPts。,"DBSCAN,核心点,ε-邻域,MinPts",教材
q117,choice,聚类分析,DBSCAN,3,以下哪项不是DBSCAN算法的优点？,能发现任意形状的簇,不需要预设簇数,对密度不均匀数据效果很好,能识别噪声点,C,0.0,,DBSCAN在密度不均匀的数据上效果不佳，这是其主要缺点之一。,"DBSCAN,密度不均匀,缺点",教材
q118,choice,聚类分析,聚类评估,3,在聚类评估指标中，以下哪个属于内部指标？,纯度（Purity）,熵（Entropy）,SSE（误差平方和）,F值,C,0.0,,SSE基于数据本身计算，不需要外部标签，是内部指标；纯度和熵需要外部标签，是外部指标。,"SSE,内部指标,聚类评估",教材
q119,choice,聚类分析,聚类评估,3,关于聚类评估中的纯度（Purity）和熵（Entropy），以下说法正确的是？,纯度越小越好，熵越大越好,纯度越大越好，熵越小越好,两者都越大越好,两者都越小越好,B,0.0,,纯度越高表示每个簇中同一类样本占比越高，熵越小表示簇内类别越纯，两者都反映聚类质量好。,"纯度,熵,外部指标,聚类评估",教材
q120,choice,聚类分析,K-means聚类,3,K-means算法只能发现什么形状的簇？,任意形状的簇,链状簇,球状簇（凸簇）,环状簇,C,0.0,,K-means基于欧氏距离和均值，只能发现球状（凸）簇，无法处理非凸形状。,"K-means,球状簇,凸簇,局限性",教材
q121,choice,聚类分析,K-means聚类,3,K-means算法能发现任意形状的簇。,对,错,,,B,0.0,,K-means只能发现球状（凸）簇，无法处理非凸形状的簇。,"K-means,球状簇,局限性",教材
q122,choice,聚类分析,层次聚类,5,凝聚式层次聚类的时间复杂度为$O(n^3)$。,对,错,,,A,0.0,,凝聚式层次聚类的朴素实现时间复杂度为O(n³)，可通过优化降至O(n²log n)或O(n²)。,"层次聚类,时间复杂度,O(n³)",教材
q123,choice,聚类分析,DBSCAN,3,DBSCAN不能很好地处理密度不均匀的数据。,对,错,,,A,0.0,,DBSCAN使用全局统一的ε和MinPts参数，当数据密度不均匀时难以找到合适的参数。,"DBSCAN,密度不均匀,局限性",教材
q124,choice,聚类分析,K-means聚类,1,K-means算法不需要预设K值。,对,错,,,B,0.0,,K-means是划分方法，必须在运行前预设K值（簇数）。,"K-means,K值,预设",教材
q125,choice,聚类分析,K-means聚类,1,SSE（误差平方和）越大，聚类越紧凑。,对,错,,,B,0.0,,SSE是簇内误差平方和，越小表示数据点越靠近质心，聚类越紧凑。,"SSE,误差平方和,聚类评估",教材
q126,choice,聚类分析,K-means聚类,3,肘部法则选择SSE下降最快的点作为最优K值。,对,错,,,B,0.0,,肘部法则选择SSE-K曲线下降趋势的拐点（肘部），而非下降最快的点。,"肘部法则,拐点,K值",教材
q127,choice,聚类分析,K-means++,3,K-means++使初始质心尽可能接近。,对,错,,,B,0.0,,K-means++使初始质心尽可能分散（远离），以改善K-means的初始化问题。,"K-means++,初始质心,分散",教材
q128,choice,聚类分析,层次聚类,1,凝聚式层次聚类初始时，每个点自成一簇。,对,错,,,A,0.0,,凝聚式聚类自底向上，初始时每个数据点都是一个独立的簇。,"凝聚式,层次聚类,初始状态",教材
q129,choice,聚类分析,层次聚类,3,最短距离法（单链法）擅长处理非椭圆形簇。,对,错,,,A,0.0,,最短距离法只考虑最近点对，容易产生链状效应，能处理非椭圆形的复杂形状簇。,"最短距离,单链,非椭圆形簇",教材
q130,choice,聚类分析,层次聚类,3,最长距离法（全链法）对噪声和离群点不太敏感。,对,错,,,A,0.0,,最长距离法考虑最远点对，单个离群点不会显著改变簇间距离，因此对噪声不太敏感。,"最长距离,全链,噪声,鲁棒性",教材
q131,choice,聚类分析,DBSCAN,1,DBSCAN算法需要预设簇数。,对,错,,,B,0.0,,DBSCAN是密度聚类，不需要预设簇数K，由数据密度自动确定簇的数量。,"DBSCAN,簇数,预设",教材
q132,choice,聚类分析,DBSCAN,3,在DBSCAN中，核心点的ε-邻域内点数不少于MinPts。,对,错,,,A,0.0,,核心点的定义：在ε-邻域内包含的样本点数≥MinPts。,"DBSCAN,核心点,ε-邻域,MinPts",教材
q133,choice,聚类分析,聚类评估,3,纯度（Purity）是聚类评估的外部指标。,对,错,,,A,0.0,,纯度需要借助外部类别标签来计算，属于外部指标。,"纯度,外部指标,聚类评估",教材
q134,choice,聚类分析,聚类评估,3,SSE是聚类评估的外部指标。,对,错,,,B,0.0,,SSE（误差平方和）只使用数据本身的特征值，不需要外部标签，属于内部指标。,"SSE,内部指标,聚类评估",教材
q135,choice,聚类分析,聚类评估,3,熵越小，表示聚类结果越纯。,对,错,,,A,0.0,,熵度量簇内类别的混乱程度，熵越小表示簇内样本越纯（同一类占比高）。,"熵,纯度,聚类评估",教材
q136,choice,聚类分析,K-means聚类,3,K-means算法对离群点不敏感。,对,错,,,B,0.0,,K-means对离群点非常敏感，离群点会显著影响质心的位置。,"K-means,离群点,敏感性",教材
q137,choice,聚类分析,二分K-means,3,二分K-means不太受初始值影响。,对,错,,,A,0.0,,二分K-means从一个大簇逐步二分，每次二分都做多次K-means，受初始值影响较小。,"二分K-means,初始值,鲁棒性",教材
q138,choice,聚类分析,聚类评估,3,聚类评估的三大任务之一是估计聚类趋势。,对,错,,,A,0.0,,聚类评估三大任务：估计聚类趋势、确定簇数、测量聚类质量。,"聚类评估,聚类趋势,三大任务",教材
q139,choice,聚类分析,层次聚类,3,层次聚类不需要预设簇数。,对,错,,,A,0.0,,层次聚类生成完整的聚类树，可通过指定终止条件（如距离阈值）或截取树来获得任意簇数，不需要预设K。,"层次聚类,簇数,终止条件",教材
q140,choice,聚类分析,聚类算法分类,3,K-means和DBSCAN都属于划分方法。,对,错,,,B,0.0,,K-means是划分方法，DBSCAN是基于密度的方法。,"K-means,DBSCAN,划分方法,密度方法",教材
q141,fill,聚类分析,K-means聚类,1,K-means是一种基于____的聚类方法。,,,,,划分,1.0,K-means属于划分方法,K-means通过划分数据到K个簇来聚类。,"K-means,划分方法",教材
q142,fill,聚类分析,K-means聚类,1,K-means的评价指标SSE的全称是____。,,,,,误差平方和,1.0,SSE=Sum of Squared Errors,SSE是误差平方和（Sum of Squared Errors），衡量聚类紧凑度。,"SSE,误差平方和",教材
q143,fill,聚类分析,K-means聚类,1,确定K-means中K值的常用方法是____。,,,,,肘部法则,1.0,观察SSE-K曲线的拐点,肘部法则通过观察SSE随K值变化的曲线拐点来确定最佳K值。,"肘部法则,K值",教材
q144,fill,聚类分析,层次聚类,3,层次聚类包括____（自底向上）和____（自顶向下）两种策略。,,,,,AGNES||DIANA,2.0,两个英文缩写，用||分隔,AGNES是凝聚式自底向上，DIANA是分裂式自顶向下。,"AGNES,DIANA,层次聚类",教材
q145,fill,聚类分析,DBSCAN,1,DBSCAN的两个核心参数是____和____。,,,,,ε-邻域||MinPts,2.0,两个参数，用||分隔,DBSCAN需要指定邻域半径ε和最小点数MinPts。,"DBSCAN,ε-邻域,MinPts,参数",教材
q146,fill,聚类分析,DBSCAN,3,DBSCAN将数据点分为三类：核心点、____、噪声点。,,,,,边界点,1.0,三种点类型之一,DBSCAN根据ε-邻域内点数来分类：核心点(≥MinPts)、边界点(＜MinPts但在核心点邻域)、噪声点。,"DBSCAN,边界点,核心点,噪声点",教材
q147,fill,聚类分析,聚类评估,3,聚类评估指标中，SSE属于____指标。,,,,,内部,1.0,内部/外部？,SSE不需要外部标签，只使用数据本身，属于内部指标。,"SSE,内部指标,聚类评估",教材
q148,fill,聚类分析,聚类评估,3,纯度（Purity）属于聚类评估的____指标。,,,,,外部,1.0,内部/外部？,纯度需要借助外部类别标签计算，属于外部指标。,"纯度,外部指标,聚类评估",教材
q149,fill,聚类分析,层次聚类,1,最短距离法又称____法。,,,,,单链,1.0,最短距离法的别称,最短距离法取最近点对距离，又称单链法（Single Linkage）。,"最短距离,单链,层次聚类",教材
q150,fill,聚类分析,层次聚类,1,最长距离法又称____法。,,,,,全链,1.0,最长距离法的别称,最长距离法取最远点对距离，又称全链法（Complete Linkage）。,"最长距离,全链,层次聚类",教材
q151,choice,朴素贝叶斯与单层感知器,朴素贝叶斯,1,朴素贝叶斯分类器基于什么定理？,大数定理,贝叶斯定理,中心极限定理,拉格朗日定理,B,0.0,,朴素贝叶斯基于贝叶斯定理，结合属性条件独立假设进行分类。,"朴素贝叶斯,贝叶斯定理",教材
q152,choice,朴素贝叶斯与单层感知器,朴素贝叶斯,1,朴素贝叶斯的核心假设是？,属性之间完全相关,属性之间条件独立,属性服从正态分布,属性之间线性相关,B,0.0,,朴素贝叶斯的“朴素”（Naive）特性即假设属性在给定类别的条件下相互独立。,"朴素贝叶斯,条件独立,朴素假设",教材
q153,choice,朴素贝叶斯与单层感知器,朴素贝叶斯,3,贝叶斯公式$P(h|D)=\frac{P(D|h)P(h)}{P(D)}$中，$P(h|D)$表示？,先验概率,似然概率,后验概率,证据概率,C,0.0,,P(h|D)是在给定数据D后假设h的概率，即后验概率。,"贝叶斯公式,后验概率",教材
q154,choice,朴素贝叶斯与单层感知器,朴素贝叶斯,3,朴素贝叶斯分类时，选择哪个类别作为预测结果？,先验概率最大的类别,似然最大的类别,后验概率最大的类别,支持向量最多的类别,C,0.0,,贝叶斯分类器选择后验概率P(h|D)最大的类别作为预测结果。,"朴素贝叶斯,后验概率,分类决策",教材
q155,choice,朴素贝叶斯与单层感知器,朴素贝叶斯,3,拉普拉斯平滑（Laplace Smoothing）的公式为$P=\frac{c+1}{h+v}$，其中v表示？,样本总数,属性值总数,类别总数,测试样本数,B,0.0,,v是该属性可能的取值个数（属性值总数），h是训练样本数，c是某属性值出现次数。,"拉普拉斯平滑,属性值总数,零概率",教材
q156,choice,朴素贝叶斯与单层感知器,朴素贝叶斯,3,朴素贝叶斯处理连续属性时，通常假设服从什么分布？,均匀分布,伯努利分布,正态分布（高斯分布）,泊松分布,C,0.0,,对于连续属性，朴素贝叶斯通常假设该属性在各类别下服从正态分布，需估计均值μ和方差σ²。,"连续属性,正态分布,高斯分布",教材
q157,choice,朴素贝叶斯与单层感知器,单层感知器,1,单层感知器属于以下哪种模型？,非线性可分模型,线性可分模型,无监督学习模型,生成模型,B,0.0,,单层感知器只能处理线性可分问题，决策边界是一条直线/超平面。,"单层感知器,线性可分",教材
q158,choice,朴素贝叶斯与单层感知器,单层感知器,3,单层感知器无法解决以下哪个问题？,与（AND）逻辑,或（OR）逻辑,异或（XOR）逻辑,非（NOT）逻辑,C,0.0,,XOR（异或）问题线性不可分，单层感知器无法解决，需要多层感知器。,"单层感知器,XOR,异或,线性不可分",教材
q159,choice,朴素贝叶斯与单层感知器,单层感知器,3,单层感知器的核心公式为$y=sgn(W^T X)$，其中$W$是什么？,训练样本矩阵,决策超平面的法向量,输入特征向量,激活函数,B,0.0,,权值向量W是决策超平面（WTX=0）的法向量，决定了分类边界的方向。,"单层感知器,权值向量,法向量,决策超平面",教材
q160,choice,朴素贝叶斯与单层感知器,单层感知器,3,感知器学习规则$W(n+1)=W(n)+\eta \cdot [d(n)-y(n)] \cdot X(n)$中，$d(n)-y(n)$的作用是？,正则化项,误差信号，指导修正方向,动量项,学习率衰减,B,0.0,,d(n)是期望输出，y(n)是实际输出，两者之差为误差信号，指导权值修正的方向和幅度。,"感知器学习规则,误差信号,权值更新",教材
q161,choice,朴素贝叶斯与单层感知器,单层感知器,3,"漏报情况（d=1, y=-1）下，感知器权值修正为？",$W_{new}=W_{old}+X$,$W_{new}=W_{old}-X$,$W_{new}=W_{old}$,$W_{new}=X$,A,0.0,,漏报时误差d-y=1-(-1)=2，需要增强输入X的响应，即W_new=W_old+X。,"漏报,权值修正,感知器",教材
q162,choice,朴素贝叶斯与单层感知器,单层感知器,3,"误报情况（d=-1, y=1）下，感知器权值修正为？",$W_{new}=W_{old}+X$,$W_{new}=W_{old}-X$,$W_{new}=W_{old}$,$W_{new}=-X$,B,0.0,,误报时误差d-y=-1-1=-2，需要抑制输入X的响应，即W_new=W_old-X。,"误报,权值修正,感知器",教材
