id,type,experiment,knowledge,difficulty,question,option_a,option_b,option_c,option_d,answer,blank_count,fill_hint,explanation,keywords,source
qE079,fill,光栅衍射,钠黄光,2,钠黄光标准波长约______nm，光栅实验中常以此验证测量精度。,,,,,589.3,1.0,填写数值,Na黄光双线589.0nm和589.6nm，平均589.3nm。迈克耳孙实验中也可用于测双线波长差。,钠黄光;589.3nm;标准波长,拓展包PDF
qE080,choice,光栅衍射,斜入射,2,光栅平面与平行光不垂直时，光栅方程应如何修正？,不修正，公式不变,d(sinθ±sin i)=kλ（i为入射角）,d·cosθ=kλ,d·tanθ=kλ,B,,,斜入射时需考虑入射角i的影响：d(sinθ±sin i)=kλ。+号同侧、-号异侧。正入射(i=0)回归dsinθ=kλ。,斜入射;修正方程;d(sinθ±sin i),拓展包PDF
qE081,choice,光栅衍射,对称测量,1,光栅衍射中，±k级两侧均需测量的原因是：,增加数据量,消除光栅放置不严格垂直引起的系统误差,测量两个方向的衍射,仪器要求,B,,,左右两测±k级衍射角取平均值，可消除光栅平面未严格垂直于平行光管轴线引入的系统误差。,对称测量;±k级;消除系统误差,拓展包PDF
qE082,fill,光栅衍射,色分辨本领,1,光栅的色分辨本领R=λ/Δλ=______，其中N为被照明的狭缝总数。,,,,,kN|k·N,1.0,填写数值,R=k·N，k为衍射级次。提高级次或增加狭缝数均可增强分辨相邻波长(λ和λ+Δλ)的能力。,色分辨本领;R=kN;级次,拓展包PDF
qE083,choice,光栅衍射,光谱宽度,3,一束400-760nm白光垂直入射光栅(d=2μm)，k=1级光谱的角宽度是多少？,约23°,约5°,约45°,约90°,A,,,sinθ₁(紫)=λ/d=400nm/2000nm=0.2→θ₁≈11.5°；sinθ₁(红)=760/2000=0.38→θ₁≈22.3°。一级光谱角宽度≈22.3°-11.5°≈11°。,光谱宽度;白光;光栅;衍射角,拓展包PDF
qE084,choice,光栅衍射,光栅调节,1,光栅调节时，须使光栅刻线方向与什么平行？,水平面,分光计转轴,平行光管光轴,望远镜光轴,B,,,刻线必须与分光计转轴平行，这样衍射光均在同一水平面内，度盘读数才对应正确的衍射角。,光栅调节;刻线方向;转轴平行,拓展包PDF
qE085,choice,光栅衍射,光栅常数,2,光栅衍射实验中，若光栅常数d减小为原来一半，同一级次衍射角如何变化？,增大（约2倍）,减小（约1/2）,不变,变为原来的4倍,A,,,sinθ=kλ/d，d减半→sinθ加倍→θ增大。d越小谱线分布越宽（角色散率增大）。,光栅常数;衍射角;反比,拓展包PDF
qE086,fill,光栅衍射,光谱排列,1,光栅衍射中，白光光谱排列顺序：从中央零级向外依次为______→______→______（填颜色）。,,,,,紫|蓝|绿|黄|红|紫到红,1.0,填写数值,同一级次中sinθ=kλ/d，波长越长衍射角越大。所以从中心到外侧依次是紫→蓝→绿→黄→红（长波在外）。,光谱排列;紫到红;波长顺序,拓展包PDF
qE087,choice,光学全息实验,牛顿环,1,牛顿环干涉条纹是______干涉。,等倾,等厚,衍射,非定域,B,,,牛顿环由凸透镜下表面与平玻璃上表面间的空气劈尖产生，同一厚度对应同一环→等厚干涉。,牛顿环;等厚干涉;空气劈尖,拓展包PDF
qE088,choice,光学全息实验,牛顿环,1,牛顿环装置中，第k级暗环半径r_k满足：,r_k=kRλ,r_k²=kRλ,r_k=(k+1/2)Rλ,r_k²=(k+1/2)Rλ,B,,,暗环条件：2e+λ/2=(k+1/2)λ→2e=kλ（考虑半波损失），几何关系e≈r²/(2R)→r_k²=kRλ。,牛顿环;暗环;r²=kRλ,拓展包PDF
qE089,choice,光学全息实验,牛顿环,2,牛顿环实验中为什么用直径平方差(D_m²-D_n²)/(4(m-n)λ)求R，而非直接代入单环？,单环精度更高,消除透镜与平玻璃接触不良（非理想点接触）引起的系统误差,简化计算,不需要知道波长,B,,,中心不一定是理想点接触(可能有灰尘或形变)，用直径平方差可以消去附加厚度的影响，提高精度。,牛顿环;直径差;消除系统误差;接触不良,拓展包PDF
qE090,choice,光学全息实验,读数显微镜,1,观察牛顿环时使用读数显微镜，测微鼓轮操作的关键是：,可来回旋转,始终单向旋转以避免回程差,先测量内侧再外侧,无所谓方向,B,,,蜗轮蜗杆传动存在回程间隙，反向旋转时读数变化而载物台不立即移动→产生回程误差。必须始终同向旋转。,读数显微镜;回程差;单向旋转,拓展包PDF
qE091,choice,光学全息实验,劈尖,2,劈尖干涉中，两玻璃板夹角θ增大时，干涉条纹如何变化？,条纹间距变大,条纹间距变小（更密）,条纹消失,条纹间距不变,B,,,劈尖相邻条纹厚度差Δe=λ/2，条纹间距b=λ/(2θ)。θ↑→b↓，条纹变密。,劈尖;θ增大;条纹变密;b=λ/(2θ),拓展包PDF
qE092,fill,光学全息实验,劈尖,2,劈尖干涉中，若纸片厚度为e，相邻条纹间距为b，则e=______·______/(2b)。,,,,,L||λ,1.0,填写数值,由e/L=λ/(2b)→e=Lλ/(2b)。L为劈尖长度（从接触点到纸片边缘），b为条纹间距。,劈尖;纸片厚度;e=Lλ/(2b),拓展包PDF
qE093,choice,光学全息实验,牛顿环,1,牛顿环中心为什么是暗斑？,上半球面不平,光在透镜下表面反射时半波损失，与平玻璃上表面反射光干涉相消,中心没有光,仪器调节不当,B,,,光从光疏→光密介质反射产生半波损失(相位突变π)。透镜下表面反射光与平玻璃上表面反射光在中心处光程差=λ/2→干涉相消→暗斑。,牛顿环;中心暗斑;半波损失,拓展包PDF
qE094,choice,光学全息实验,读数显微镜,2,读数显微镜使用前需做什么调节？,不用调节,消除视差：反复调节目镜和物镜，使被测物体与十字分划线位于同一焦平面,只调目镜,只调物镜,B,,,视差=被测物像与分划线不在同一平面，眼睛移动时两者相对位移。反复调节直至两者无相对移动，读数才准确。,读数显微镜;视差消除;目镜物镜,拓展包PDF
qE095,choice,RLC电路暂态过程,RC,1,RC串联电路时间常数τ=RC，物理意义是：,最大充电电压,充电到63.2%所需时间,放电完毕时间,振荡周期,B,,,τ时uC=U₀(1-e⁻¹)≈0.632U₀。τ决定充放电快慢，τ越大过程越慢。,RC;时间常数;63.2%,拓展包PDF
qE096,choice,RLC电路暂态过程,RLC,2,RLC串联电路处于临界阻尼状态时，电路的行为是：,衰减振荡,刚好不振荡，以最快速度回到平衡,等幅振荡,单调缓慢衰减,B,,,R_cp=2√(L/C)→刚好不振荡且回平衡最快。欠阻尼(衰减振荡)和过阻尼(缓慢衰减)分别位于临界两侧。,RLC;临界阻尼;最快回平衡;R_cp=2√(L/C),拓展包PDF
qE097,fill,RLC电路暂态过程,RL时间常数,2,RL电路的时间常数τ=______。RLC欠阻尼振荡角频率ω=√(1/LC−______)。,,,,,L/R||R²/(4L²),1.0,填写数值,τ=L/R，量纲H/Ω=s；欠阻尼ω=√(1/LC−R²/(4L²))，阻尼越大频率越低，临界时ω=0。,RL时间常数;RLC振荡频率,拓展包PDF
qE098,choice,光敏元件光电特性,硅光电池,1,硅光电池的哪种输出量与光照度呈良好线性关系？,开路电压,短路电流,输出功率,内阻,B,,,ISC∝照度(线性)；UOC呈非线性且有饱和现象。因此硅光电池适合作短路电流模式的光检测元件。,硅光电池;短路电流;线性,拓展包PDF
qE099,choice,光敏元件光电特性,光敏电阻,2,光敏电阻的光照特性（阻值~照度）通常表现为什么？,严格的线性关系,非线性，不适合做精密线性检测,与硅光电池完全相同的线性特性,照度增大阻值增大,B,,,光敏电阻为非线性元件，亮暗电阻差虽可达几个数量级，但不适合精密线性光强度测量。,光敏电阻;非线性;光照特性,拓展包PDF
qE100,choice,光学全息实验,全息,1,全息照相与普通照相最本质的区别是：,使用激光,记录物光的振幅和相位,彩色照片,不需暗室,B,,,全息通过干涉同时记录振幅和相位（波前），再现时通过衍射重建立体像。普通照相只记录光强(振幅²)。,全息;振幅和相位;波前重建,拓展包PDF
qE101,fill,光学全息实验,全息,1,全息图的每一小块包含物体的______信息，遮挡一部分仍可见完整像。,,,,,完整|全部,1.0,填写数值,全息图点面对应而非一一对应：每点接收了整个物体的散射光。这是全息与普通照相的另一本质区别。,全息;局部完整性;点面对应,拓展包PDF
qE102,choice,液晶电光特性,TN液晶,1,TN型液晶盒中液晶分子在不加电压时呈什么排列？,垂直排列,90°扭曲排列,随机排列,平行排列,B,,,不加电压时液晶分子从上到下逐渐旋转90°，使人射偏振光偏振方向随之旋转90°，光可通过正交偏振片（常白模式）。,TN液晶;90°扭曲;不加电压,拓展包PDF
qE103,choice,液晶电光特性,液晶,2,液晶电光曲线（透过率~电压）的特征是：,严格的线性关系,有明显阈值和非线性段，非线性,指数曲线,对数曲线,B,,,T-V曲线存在阈值电压(透90%)和饱和段，中间有明显的非线性区。这是液晶光开关的基础特性。,液晶;T-V曲线;阈值;非线性,拓展包PDF
qE104,choice,电学混沌与保密通信,混沌,1,混沌最本质的特征是：,周期性,初值敏感性（蝴蝶效应）,线性叠加性,长期可预测,B,,,"初始条件的微小差异导致系统长期行为完全不同。混沌是确定系统的""随机""行为。",混沌;初值敏感性;蝴蝶效应,拓展包PDF
qE105,choice,电学混沌与保密通信,混沌同步,2,混沌保密通信实现加密的基本方法是：,将信号加密为二进制,参数相同的混沌系统可实现状态同步，信息叠加于混沌载波,改变信号频率,放大信号功率,B,,,混沌同步：两个参数相同的蔡氏电路状态变量完全同步。发送端将信息混入混沌信号，接收端通过同步提取。,混沌同步;保密通信;混沌掩盖,拓展包PDF
qE106,choice,温度传感器,Pt100,1,"Pt100铂电阻温度传感器中""100""的含义是：",100°C时电阻100Ω,0°C时电阻100Ω,阻值范围100±100Ω,额定功率100mW,B,,,Pt100:0°C时标准阻值100Ω，温度系数A≈3.85×10⁻³/°C，线性度好。,Pt100;0°C;100Ω,拓展包PDF
qE107,choice,温度传感器,NTC,2,NTC热敏电阻的阻值~温度关系为：,阻值随温度升高而升高,阻值随温度升高而降低,阻值与温度无关,阻值为常数,B,,,NTC(Negative Temperature Coefficient)温度↑→载流子↑→阻值↓。灵敏度高但非线性。,NTC;负温度系数;阻值下降,拓展包PDF
qE108,choice,三线摆测转动惯量,弦振动,1,弦振动实验中，形成稳定驻波的条件是：,"弦长L=nλ/2 (n=1,2,3...)",弦长L=nλ,弦长L=λ/2,任意弦长均可,A,,,只有当弦长等于半波长的整数倍时，反射波与入射波干涉形成稳定驻波。改变张力或频率以满足条件。,弦振动;驻波条件;L=nλ/2,拓展包PDF
qE109,fill,三线摆测转动惯量,弦线密度,1,弦线密度μ与张力T、频率f、半波数n的关系为：μ=(n/(2Lf))²·______。,,,,,T,1.0,填写数值,驻波条件L=nλ/2，v=√(T/μ)，λ=v/f→μ=T·(n/(2Lf))²。最小二乘法拟合μ~T关系。,弦线密度;张力;μ=(n/(2Lf))²·T,拓展包PDF
qE110,choice,静态拉伸法测弹性模量,全桥,1,应变片全桥电路相比于单臂电路的灵敏度提高了几倍？,1倍,2倍,4倍,8倍,C,,,全桥四臂均参加工作，输出电压=4×单臂输出，灵敏度4倍于单臂，线性度也最优。半桥为2倍。,全桥;灵敏度;4倍,拓展包PDF
qE111,fill,静态拉伸法测弹性模量,力学传感器,1,力学传感器实验中，完成______g砝码加载进行电子秤定标。,,,,,200,1.0,填写数值,用全桥电路完成200g范围内的力-电转换定标，建立电压~重量的线性关系。,力学传感器;定标;200g,拓展包PDF
