id,type,experiment,knowledge,difficulty,question,option_a,option_b,option_c,option_d,answer,blank_count,fill_hint,explanation,keywords,source
q089,choice,三线摆测转动惯量,三线摆,1,三线摆下盘的转动惯量与摆动周期的平方成正比。,对,错,,,A,,,I=mgrT²/(4π²H)，I∝T²,三线摆;转动惯量;周期平方正比,PDF自编
q090,choice,三线摆测转动惯量,三线摆,2,三线摆实验中，悬线长度H越长，扭摆周期T越小。,对,错,,,B,,,T=2π√(IH/(mgrR))，T²∝H，H越大周期越长（摆动越慢）。H增大→恢复力矩变小→周期增大。,三线摆;悬线长度;周期;T²∝H,PDF自编
q091,choice,三线摆测转动惯量,三线摆,1,三线摆下盘做的是：,A. 简谐平动,B. 绕竖直轴的扭转简谐振动,C. 等速圆周运动,D. 阻尼振动,B,,,下盘在恢复力矩作用下绕竖直中心轴做扭转简谐振动，周期与转动惯量有关,三线摆;扭转简谐振动;转动惯量,PPTX适配
q092,choice,三线摆测转动惯量,平行轴定理,1,平行轴定理表达式为：,A. I=I_C+md²,B. I=I_C-md²,C. I=I_C·md²,D. I=I_C/(md²),A,,,平行轴定理：刚体绕任意轴的转动惯量=绕质心轴转动惯量+质量×平移距离²,平行轴定理;I=I_C+md²;转动惯量,PPTX适配
q093,choice,三线摆测转动惯量,三线摆,1,三线摆下盘悬线孔间距R与悬线孔到中心距离b的关系为？,A. R=b,B. R=b/√3,C. R=b·√3,D. R=b/2,B,,,等边三角形外接圆半径R=b/√3（b为边长），这是三线摆公式中R的来源,三线摆;R=b/√3;几何关系,PDF自编
q094,choice,三线摆测转动惯量,平行轴定理验证,2,用三线摆验证平行轴定理时，两圆柱应如何放置？,A. 叠放在下盘中心,B. 对称放置于下盘中心两侧等距处,C. 一个放中心一个放边缘,D. 随机放置,B,,,对称等距放置可保持质心不变，通过改变d验证I=Ic+md²,平行轴定理验证;对称放置,PDF自编
q095,fill,三线摆测转动惯量,三线摆,1,三线摆下盘的运动类型是绕竖直轴的______。,,,,,扭转简谐振动|扭转振动|简谐振动,1.0,,下盘在恢复力矩作用下做扭转简谐振动，周期T与转动惯量I有关,三线摆;扭转简谐振动;运动类型,PDF自编
q096,fill,三线摆测转动惯量,三线摆,1,三线摆实验中，为减小计时误差，通常测量______个周期的总时间再除以周期数，而非单次测量一个周期。,,,,,ΔR|ΔR₀||R|R₀,1.0,,连续测量多个周期（通常30或50个）可减小启动/停止秒表的人为反应误差，使周期测量更准确。,三线摆;周期测量;多周期;减小误差,PDF自编
q097,fill,三线摆测转动惯量,平行轴定理,2,平行轴定理表达式为 I = ______ + ______。,,,,,I_C|Ic||md²,1.0,,刚体绕任意轴转动惯量=绕质心轴转动惯量+质量×平移距离平方,平行轴定理;I=Ic+md²,PDF自编
q098,fill,三线摆测转动惯量,小角度近似,2,三线摆要求摆角<5°是因为需要在推导中近似______≈θ。,,,,,sinθ|sin(θ),1.0,,sinθ≈θ在θ<5°时偏差<0.13%，周期公式由此推导,小角度近似;sinθ≈θ,PDF自编
q099,choice,RLC电路暂态过程,RC放电,1,RC电路放电过程电压按指数规律衰减，时间常数τ越大放电越快。,对,错,,,B,,,τ越大→放电越慢。u_C(t)=U₀·e^{-t/τ}，τ在分母上,RC放电;τ与速度;反比,PDF自编
q100,choice,RLC电路暂态过程,RLC,2,RLC串联电路存在欠阻尼、临界阻尼和过阻尼三种状态，临界阻尼以最快速度回到平衡位置且不振荡。,对,错,,,A,,,R<R_cp欠阻尼衰减振荡；R=R_cp临界阻尼刚好不振荡最快回平衡；R>R_cp过阻尼缓慢衰减,RLC;欠阻尼;临界阻尼;过阻尼,PPTX适配
q101,choice,RLC电路暂态过程,临界阻尼,2,RLC电路临界阻尼状态的特点是振动幅度最小但不为零。,对,错,,,B,,,临界阻尼恰好不产生振荡(无振动)，以最快速度非振荡性回到平衡,临界阻尼;不振荡;最快回平衡,PDF自编
q102,choice,RLC电路暂态过程,RC充放电,2,在RC电路充放电实验中，方波信号的频率应远大于1/τ，以便在一个半周期内观察到完整的充放电过程。,对,错,,,B,,,方波频率应远小于1/τ（即周期远大于时间常数），才能在一个半周期内让电容充分充放电，否则充放电过程未完即被反向。,RC充放电;方波频率;时间常数,PDF自编
q103,choice,RLC电路暂态过程,RC时间常数,1,RC串联电路时间常数τ等于：,A. R/C,B. C/R,C. RC,D. √(RC),C,,,时间常数τ=RC，量纲为时间(Ω·F=秒)，决定充放电的快慢,RC时间常数;τ=RC;充放电速度,PPTX适配
q104,choice,RLC电路暂态过程,RC充电,1,t=τ时电容充电电压为稳态值的：,A. 50%,B. 37%,C. 63.2%,D. 100%,C,,,u_C(t)=U₀(1-e^{-t/τ})，t=τ时u_C=U₀(1-e⁻¹)≈0.632U₀,RC充电;63.2%;e指数,PPTX适配
q105,choice,RLC电路暂态过程,RLC,2,RLC串联电路处于欠阻尼状态时，其振荡角频率ω满足：,A. ω=√(1/LC),B. ω=√(1/LC-R²/(4L²)),C. ω=√(R²/(4L²)-1/LC),D. ω=R/(2L),B,,,欠阻尼振荡角频率ω=√(1/LC-R²/(4L²))。临界阻尼时R²/(4L²)=1/LC→ω=0；过阻尼时根号内为负→无振荡。,RLC;欠阻尼;振荡角频率,PDF自编
q106,fill,RLC电路暂态过程,RC时间常数,1,RC电路时间常数τ=______。,,,,,RC,1.0,,时间常数τ=RC，单位为秒(Ω·F=s)，决定充放电快慢,RC时间常数;τ=RC,PDF自编
q107,fill,RLC电路暂态过程,RL时间常数,1,RL电路的时间常数τ=______。,,,,,nλ|n·λ||x₂₀,1.0,,τ=L/R，量纲为亨利/欧姆=秒。RL串联电路电流按e^{-t/τ}=e^{-Rt/L}衰减。,RL时间常数;L/R,PDF自编
q108,fill,RLC电路暂态过程,临界阻尼,2,RLC串联电路临界阻尼电阻理论值为 R_cp = ______。,,,,,逆压电||正压电,1.0,,临界阻尼条件是R=R_cp，此时刚好不振荡且最快回到平衡,临界阻尼;R_cp=2√(L/C),PDF自编
q109,fill,RLC电路暂态过程,RC充电,2,t=τ时电容充电电压达到稳态值的______%（保留一位小数）。,,,,,63.2,1.0,,u_C=U₀(1-e^{-t/τ})，t=τ时u_C≈0.632U₀,RC充电;63.2%;e指数,PDF自编
q110,choice,光敏元件光电特性,光电效应,2,光电效应实验中截止频率由入射光强度和金属材料共同决定。,对,错,,,B,,,截止频率仅由金属材料(逸出功)决定，与光强无关。光强只影响光电流大小,光电效应;截止频率;逸出功,OCR修正
q111,choice,光敏元件光电特性,光敏电阻,2,在理想条件下，光敏电阻的阻值仅取决于光照度，与外加电压无关。,对,错,,,B,,,光敏电阻为非纯欧姆元件，其阻值受光照和外加电压共同影响,光敏电阻;阻值;影响因素,OCR修正
q112,choice,光敏元件光电特性,硅光电池,2,硅光电池的开路电压与光照度成线性关系，可用于精密光照度测量。,对,错,,,B,,,硅光电池短路电流与光照度线性良好（适合作检测元件），但开路电压与光照度呈非线性关系且有饱和现象，不适合精密线性测量。,硅光电池;开路电压;非线性;短路电流,PDF自编
q113,choice,光敏元件光电特性,硅光电池,1,硅光电池短路电流与光照度近似为什么关系？,A. 指数关系,B. 对数关系,C. 线性关系,D. 反比关系,C,,,硅光电池短路电流在很宽范围内与光照度成线性关系，适合做光检测元件,硅光电池;短路电流;线性;光照度,PPTX适配
q114,choice,光敏元件光电特性,光敏电阻,1,光敏电阻的光照特性一般表现为什么？,A. 严格线性,B. 非线性，一般不适合做线性检测元件,C. 和硅光电池完全相同,D. 光照越强电阻越大,B,,,光敏电阻的光照特性是非线性的，亮电阻/暗电阻比值是重要参数，但不适合精密线性测量,光敏电阻;非线性;光照特性,PPTX适配
q115,choice,光敏元件光电特性,硅光电池,1,硅光电池的短路电流与光照度的关系近似为：,A. 指数关系,B. 平方关系,C. 线性关系,D. 反比关系,C,,,硅光电池短路电流∝光照度，在很宽范围内线性良好,硅光电池;短路电流;线性关系,PPTX适配
q116,choice,光敏元件光电特性,光敏电阻,1,光敏电阻的暗电阻与亮电阻比较，下列表述正确的是：,A. 暗电阻远大于亮电阻,B. 暗电阻等于亮电阻,C. 暗电阻远小于亮电阻,D. 二者没有规律,A,,,光敏电阻在黑暗条件下载流子极少，暗电阻可达MΩ级；光照下产生大量光生载流子，亮电阻降至kΩ级。亮/暗电阻差越大，灵敏度越高。,光敏电阻;暗电阻;亮电阻;灵敏度,PDF自编
q117,choice,光敏元件光电特性,硅光电池,2,以下哪种元件适合做精密线性光检测元件？,A. 光敏电阻,B. 硅光电池,C. 光电倍增管,D. 光敏三极管,B,,,硅光电池短路电流线性好，光敏电阻非线性，不适合精密线性检测,硅光电池;线性检测;元件选择,PDF自编
q118,choice,光敏元件光电特性,光电效应,2,光电效应测量普朗克常数实验中，打开汞灯盖发现电流表超量程，正确处理方法：,A. 减小电流表量程,B. 增大反向电压,C. 减少入射距离,D. 增加光阑孔径,C,,,电流过大意味光强太强，减少入射距离可降低光通量,光电效应;超量程处理;减少光强,OCR修正
q119,fill,光敏元件光电特性,光敏电阻,2,"光敏电阻的光照特性呈______（填""线性""或""非线性""）。",,,,,非线性,1.0,,光敏电阻不适宜做精密线性检测元件，这是它与硅光电池的关键区别,光敏电阻;光照特性;非线性,PDF自编
q120,fill,光敏元件光电特性,光生伏特效应,2,光电效应实验中，当加在光电管两端的电压为零时光电流仍不为零，原因是______效应产生了光电压。,,,,,光生伏特|光伏,1.0,,光生伏特效应使PN结在光照下产生电动势，即使外加电压为零也有光电流,光生伏特效应;零电压光电流,PDF自编
q121,fill,光敏元件光电特性,光电效应,2,光电效应方程中，截止电压U₀与入射光频率ν满足线性关系：U₀=______/e·ν−W₀/e。,,,,,h,1.0,,U₀=(h/e)ν−(W₀/e)，斜率为h/e，截距反映逸出功。改变ν测U₀，由斜率求出普朗克常数h。,光电效应;普朗克常数;截止电压;频率,PDF自编
q122,choice,声速测量,声速,1,声速测量实验中，信号发生器频率越高，声波波长越长。,对,错,,,B,,,v=fλ，v近似不变，f越高λ越短，成反比,声速;频率与波长;反比,OCR修正
q123,choice,声速测量,振幅法,2,振幅法使用最小二乘法并计算不确定度，而相位比较法只用逐差法算相对误差。,对,错,,,B,,,恰好相反：相位比较法用最小二乘法并计算不确定度；振幅法只用逐差法算相对误差,振幅法;相位比较法;逐差法;最小二乘法,PPTX适配
q124,choice,声速测量,超声波,1,声速测量实验中选用超声波（而非可闻声波）的主要原因是：,A. 超声波速度更大,B. 波长短、方向性好，便于形成驻波和相位比较,C. 超声波功率大,D. 超声波不需换能器,B,,,超声波频率高(30~50kHz)，空气中波长短(<17mm)，方向性好，便于在有限空间内测量,超声波;波长短;方向性好,PPTX适配
q125,choice,声速测量,振幅法,1,驻波振幅法(共振干涉法)中，相邻波节间距等于：,A. λ,B. λ/2,C. λ/4,D. 2λ,B,,,驻波中相邻波节(或相邻波腹)间距=λ/2，这是振幅法的核心计算依据,振幅法;驻波;波节间距;半波长,PPTX适配
q126,choice,声速测量,相位比较法,1,相位比较法中，最小二乘法拟合的对象是：,A. 声速v与频率f,B. 接收器位置x_2n与半波长数目n,C. 光强与角度,D. 位移与干涉环数,B,,,相位比较法：x_2n=n·λ+x_20，用最小二乘拟合x_2n~n的线性关系，斜率即为λ,相位比较法;最小二乘法;x_2n~n拟合,PPTX适配
q127,choice,声速测量,压电效应,1,压电换能器发射和接收分别利用什么效应？,A. 发射正压电效应、接收正压电效应,B. 发射逆压电效应、接收正压电效应,C. 发射正压电效应、接收逆压电效应,D. 发射磁致伸缩、接收压磁效应,B,,,逆压电效应：电信号→机械振动(发射)；正压电效应：机械振动→电信号(接收),压电效应;正压电效应;逆压电效应;换能器,PPTX适配
q128,choice,声速测量,波节定位,2,驻波法中波节处定位最难的原因是：,A. 仪器分辨率不够,B. 波节处信号幅度变化斜率最小，微小位移几乎不引起信号变化,C. 信号频率不稳定,D. 环境噪声太大,B,,,波节处是驻波的极值点(幅值最小处)，导数为零，位移改变时信号变化最不敏感,波节定位;导数极小;驻波极值点,PPTX适配
q129,choice,声速测量,声速理论值,2,声速测量理论值 v_t = v₀·√(1+t/T₀)，其中T₀≈？,A. 0°C,B. 273.15 K,C. 100°C,D. 373.15 K,B,,,v₀=331.45 m/s (0°C=273.15K时的声速)，t为摄氏温度,声速理论值;温度修正;273.15K,PDF自编
q130,fill,声速测量,声速,1,声速测量实验开始前必须先找到换能器的______频率。,,,,,谐振|共振,1.0,,谐振频率处发射振幅最大、接收灵敏度最高，通常30~50kHz,声速;谐振频率;换能器,PDF自编
q131,fill,声速测量,振幅法,1,振幅法(驻波共振干涉法)中相邻波节间距 = ______。,,,,,λ/2|半波长|半个波长,1.0,,驻波相邻波节(波腹)间距=λ/2，这是振幅法的核心公式,振幅法;波节间距;λ/2,PDF自编
q132,fill,声速测量,波腹,1,振幅法中，波______处信号幅度最大但不易精确定位，波______处信号幅度最小但变化斜率最小更难定位。,,,,,腹||节,1.0,,波腹振幅最大（适合找位置但定位精度低）；波节振幅最小（附近信号变化率最小，微小位移几乎不引起信号变化，定位最难）。因此相位比较法优于振幅法。,波腹;波节;振幅法;定位精度,PDF自编
q133,fill,声速测量,相位比较法,2,相位比较法(李萨如图形法)中最小二乘拟合模型为 x_2n = ______ + ______。,,,,,nλ|n·λ||x₂₀,1.0,,每次李萨如图形重复(相位改变2π)，S₂位移ΔL=λ,相位比较法;最小二乘;x_2n~n拟合,PDF自编
q134,fill,声速测量,压电效应,2,压电换能器发射利用______效应，接收利用______效应。,,,,,逆压电|正压电,1.0,,逆压电：电→机械(发射)；正压电：机械→电(接收),压电效应;逆压电;正压电;换能器,PDF自编
q135,fill,声速测量,声速,2,声速测量实验中，寻找换能器谐振频率的标志是示波器上接收波形幅度达到______。,,,,,最大|极大值|峰值,1.0,,调信号发生器频率至接收信号幅度最大处即为谐振频率，此时发射换能器振幅最大、接收灵敏度最高。波长由λ=v/f计算得出。,声速;谐振频率;振幅最大;换能器,PDF自编
q136,choice,迈克尔孙干涉实验,多组测量,1,测量时记录多组(如10组)累计干涉环变化数Δk，用最小二乘法求λ优于单点计算。,对,错,,,A,,,增大Δk降低相对误差，多组数据线性拟合比单点计算更可靠,多组测量;最小二乘法;降低误差,PPTX适配
q137,choice,迈克尔孙干涉实验,迈克尔孙,1,迈克尔孙干涉仪中补偿板用于补偿两束光因几何路径不等产生的光程差。,对,错,,,A,,,分光板使两束光路径不同，补偿板使两束光同等通过玻璃次数，消除色散,迈克尔孙;补偿板;光程补偿,OCR修正
q138,choice,迈克尔孙干涉实验,动镜位移,1,迈克尔孙干涉仪的动镜每移动λ/2，中心冒出(或缩进)一个干涉环。,对,错,,,A,,,动镜移λ/2→光程差改变λ(来回两次)→吞吐1环,动镜位移;λ/2;吞吐1环,PDF自编
q139,choice,迈克尔孙干涉实验,动镜位移,2,动镜每移动一个干涉环，光程差改变λ，动镜实际位移为λ。,对,错,,,B,,,动镜移动λ/2→光程差改变λ(因光来回两次经过动镜)→吞吐1环。动镜实际位移=λ/2,动镜位移;光程差;λ/2;干涉环,PPTX适配
q140,choice,迈克尔孙干涉实验,迈克尔孙干涉仪,1,迈克尔孙干涉仪的精密读数系统属于：,A. 光杠杆放大,B. 二级放大螺旋测微系统（蜗轮蜗杆+精密丝杆）,C. 电容式位移传感器,D. 激光干涉测长,B,,,粗动手轮精度0.01mm，微动手轮精度0.0001mm(100nm)，通过蜗轮蜗杆+精密丝杆实现,迈克尔孙干涉仪;螺旋测微;二级放大;读数系统,PPTX适配
q141,choice,迈克尔孙干涉实验,空程误差,1,"""消空程""中""空程""指什么？",A. 动镜移位误差,B. 螺纹啮合间隙导致手轮反向时动镜暂不跟随,C. 激光波长漂移,D. 环境振动,B,,,空程=螺纹间隙，手轮反转时需转过间隙角动镜才移动。消空程：单向转动手轮避开间隙,空程误差;螺纹间隙;消空程;单向转动,PPTX适配
q142,choice,迈克尔孙干涉实验,等倾干涉,1,迈克尔孙干涉仪中M₁⊥M₂'时等倾干涉图样是：,A. 平行直条纹,B. 同心圆环,C. 双曲线,D. 十字交叉条纹,B,,,两镜严格垂直时，相同入射角有相同光程差，形成等倾干涉→同心圆环,等倾干涉;同心圆环;M₁⊥M₂',PPTX适配
q143,choice,迈克尔孙干涉实验,最小二乘法,2,最小二乘拟合d~Δk得斜率a，波长λ与a的关系为：,A. λ=a,B. λ=2a,C. λ=a/2,D. λ=4a,B,,,2Δd=Δk·λ→d=(λ/2)·Δk+d₀ →斜率a=λ/2→λ=2a,最小二乘法;d~Δk拟合;λ=2a,PPTX适配
q144,choice,迈克尔孙干涉实验,迈克尔孙,2,迈克尔孙干涉仪中M₁⊥M₂'时面光源的干涉图样为____，干涉类型为____。,A. 同心圆环，等厚干涉,B. 同心圆环，等倾干涉,C. 直条纹，等厚干涉,D. 直条纹，等倾干涉,B,,,M₁⊥M₂'→等倾干涉→同心圆环；M₁不垂直M₂'→等厚干涉→直条纹,迈克尔孙;等倾干涉;同心圆环,OCR修正
q145,choice,迈克尔孙干涉实验,补偿板,2,迈克尔孙干涉仪中补偿板的作用是：,A. 增加光强,B. 使两束光在玻璃中光程相等，消除色散影响,C. 改变干涉条纹方向,D. 保护分光板,B,,,分光板使两束光经过玻璃次数不等导致色散，补偿板使玻璃路径等长消除色散,补偿板;色散消除;等光程,PDF自编
q146,choice,迈克尔孙干涉实验,白光干涉,2,迈克尔孙干涉仪用白光照明观察到彩色干涉条纹，中央零级条纹的颜色通常是：,A. 红色,B. 蓝色,C. 白色（或黑色）,D. 绿色,C,,,白光等厚干涉中，零光程差处各波长同时满足干涉加强（或相消），故中央条纹为白色（或黑色，取决于半波损失和相位条件）。通过白光干涉可精确定位零光程差点。,白光干涉;零光程差;彩色条纹;零级条纹,PDF自编
q147,fill,迈克尔孙干涉实验,迈克尔孙,1,迈克尔孙干涉中动镜位移Δd与吞吐环数Δk的关系为 2·Δd = ______·λ。,,,,,Δk,1.0,,光来回经过动镜两次，动镜移λ/2→光程差变λ→吞吐1环,迈克尔孙;Δd-Δk关系;2Δd=Δk·λ,PDF自编
q148,fill,迈克尔孙干涉实验,消空程,1,"""消空程""的方法是始终沿______方向转动手轮。",,,,,同一|单|一个,1.0,,螺纹间隙导致手轮反向时动镜暂不移动，单向转动可避免空程,消空程;单向转动;螺纹间隙,PDF自编
q149,fill,迈克尔孙干涉实验,等倾干涉,1,M₁⊥M₂'时面光源形成的干涉为______干涉，图样为______。,,,,,等厚|等厚干涉||直条纹,1.0,,等倾干涉条件：两镜严格垂直，相同入射角有相同光程差,等倾干涉;同心圆环;M₁⊥M₂',PDF自编
q150,fill,迈克尔孙干涉实验,最小二乘法,2,d~Δk线性拟合斜率a=______，因此波长λ=______。,,,,,λ/2||2a,1.0,,d=a·Δk+d₀，a=λ/2，λ=2a,最小二乘法;斜率;a=λ/2;λ=2a,PDF自编
q151,fill,迈克尔孙干涉实验,迈克尔孙,2,迈克尔孙干涉仪的精密读数系统可达到______mm的分辨率（填数量级）。,,,,,10⁻⁴|0.0001|100nm,1.0,,微动手轮精度0.0001mm(100nm)，测量精度约10nm,迈克尔孙;读数精度;0.0001mm,PDF自编
q152,fill,迈克尔孙干涉实验,钠双线,2,利用迈克尔孙干涉仪测钠黄光双线波长差Δλ，若相邻两次条纹清晰度最差（或最好）对应的动镜位移差为Δd，则Δλ=______。,,,,,负||减小,1.0,,钠双线的拍频效应使条纹清晰度周期性变化。两次最模糊之间的光程差变化δ=λ²/Δλ，对应动镜位移Δd，从而Δλ=λ²/(2Δd)。,钠双线;波长差;拍频;条纹清晰度,PDF自编
q153,choice,光的偏振,圆偏振光检验,1,圆偏振光通过一个旋转的偏振片后，光强恒定不变。,对,错,,,A,,,圆偏振光的两正交分量振幅相等、相位差π/2，经偏振片后投影幅度恒定，光强不随偏振片旋转而改变。这是圆偏振光区别于线偏振光的关键检验方法。,圆偏振光检验;偏振片;光强恒定,PDF自编
q154,choice,光的偏振,半波片,2,1/2波片实验中，波片旋转一周可观察到2次消光。,对,错,,,B,,,1/2波片旋转一周，出射线偏振光振动方向旋转720°，与检偏器正交4次，应有4次消光,半波片;消光次数;4次消光,PPTX适配
q155,choice,光的偏振,马吕斯定律,1,马吕斯定律表达式为：,A. I=I₀·sinθ,B. I=I₀·cosθ,C. I=I₀·cos²θ,D. I=I₀·tan²θ,C,,,马吕斯定律：线偏振光通过检偏器后光强I=I₀cos²θ，θ为起偏器与检偏器透振方向夹角,马吕斯定律;cos²θ;偏振光强,PPTX适配
q156,choice,光的偏振,布儒斯特定律,1,布儒斯特定律公式为：,A. sin i₀=n₂/n₁,B. cos i₀=n₂/n₁,C. tan i₀=n₂/n₁,D. cot i₀=n₂/n₁,C,,,以布儒斯特角i₀入射时反射光全偏振，tan i₀=n₂/n₁，反射光与折射光垂直,布儒斯特定律;tan i₀;全偏振,PPTX适配
q157,choice,光的偏振,部分偏振光,1,一束部分偏振光通过偏振片旋转一周，光强的变化是：,A. 完全不变,B. 两次最强两次消光,C. 两次最强两次最弱但不消光,D. 四次最强四次最弱,C,,,部分偏振光没有消光位置，只有最强和最弱。线偏振光才有完全消光,部分偏振光;偏振片旋转;无消光,PDF自编
q158,choice,光的偏振,布儒斯特角,2,自然光以布儒斯特角入射玻璃表面，反射光是：,A. 自然光,B. 部分偏振光,C. 线偏振光（平行入射面）,D. 线偏振光（垂直入射面）,D,,,以i₀入射时反射光是完全线偏振光，振动方向垂直入射面,布儒斯特角;反射光;垂直入射面;线偏振,PPTX适配
q159,choice,光的偏振,线偏振光检验,2,旋转偏振片一周，光强两次最强两次完全消光，该束光是：,A. 自然光,B. 圆偏振光,C. 线偏振光,D. 部分偏振光,C,,,线偏振光经偏振片后光强I=I₀cos²θ，一周内cos²θ两次=1(最强)两次=0(消光),线偏振光检验;消光法;偏振片旋转,PPTX适配
q160,choice,光的偏振,半波片,2,关于1/2波片的正确说法：,A. 使o光和e光产生π/2相位差,B. 线偏振光通过后仍为线偏振光，振动方向旋转2θ,C. 可产生圆偏振光,D. 所有波长效果相同,B,,,1/2波片引入π相位差，使线偏振光振动方向转过2θ(θ为入射偏振方向与快轴夹角),半波片;振动方向旋转;2θ,PPTX适配
q161,choice,光的偏振,马吕斯定律,2,光强为I₀的自然光依次通过透振方向夹角为θ的两偏振片后光强为：,A. I₀·cos²θ,B. I₀·cosθ,C. (I₀/2)·cos²θ,D. (I₀/2)·cosθ,C,,,自然光→第一片:I₀/2→第二片:cos²θ，结果为(I₀/2)·cos²θ,马吕斯定律;自然光;光强递减,OCR修正
q162,choice,光的偏振,四分之一波片,2,一束线偏振光通过1/4波片，当入射偏振方向与波片快轴成45°时，出射光为：,A. 线偏振光,B. 椭圆偏振光,C. 圆偏振光,D. 自然光,C,,,1/4波片引入π/2相位差。线偏振光分解为沿快慢轴的两正交分量，若振幅相等(夹角45°)且相位差π/2，合成圆偏振光。夹角≠45°时为椭圆偏振光。,四分之一波片;圆偏振光;相位差;π/2,PDF自编
q163,fill,光的偏振,马吕斯定律,1,马吕斯定律的表达式为 I = ______·cos²θ。,,,,,I₀|I0,1.0,,I₀为入射到检偏器的线偏振光强，θ为起偏器与检偏器透振方向夹角,马吕斯定律;I=I₀cos²θ,PDF自编
q164,fill,光的偏振,布儒斯特定律,1,布儒斯特定律表达式为 tan i₀ = ______/______。,,,,,n₂||n₁,1.0,,以i₀入射时反射光为完全线偏振光(⊥入射面)，反射光与折射光垂直,布儒斯特定律;tan i₀=n₂/n₁,PDF自编
q165,fill,光的偏振,自然光,1,自然光通过一个理想偏振片后光强变为原来的______。,,,,,1/2|一半|50%|I₀/2,1.0,,自然光在各方向振动均匀，经偏振片后只保留平行于透振方向的分量,自然光;偏振片;光强减半,PDF自编
q166,fill,光的偏振,半波片,2,1/2波片旋转一周，检偏器后观察到______次消光。,,,,,4|四次,1.0,,1/2波片转一周，振动方向旋转720°，与检偏器正交4次→4次消光,半波片;消光次数;4次,PDF自编
q167,fill,光的偏振,偏振光获取,2,自然光获取线偏振光有三种方法：利用二向色性的______片、利用反射折射的布儒斯特角、利用双折射的______棱镜。,,,,,偏振||尼科尔|Nicol,1.0,,偏振片(二向色性)：二向色性晶体选择性吸收o光；布儒斯特角：tan i₀=n₂/n₁时反射光全偏振；尼科尔棱镜(双折射)：o光被全反射吸收、e光透射。,偏振光获取;偏振片;布儒斯特角;尼科尔棱镜,PDF自编
q168,choice,光栅衍射,光栅常数,1,光栅常数d越大，同一波长同一级次的衍射角越大。,对,错,,,B,,,d·sinθ=kλ→sinθ=kλ/d，d越大→sinθ越小→θ越小，成反比关系,光栅常数;衍射角;反比关系,PPTX适配
q169,choice,光栅衍射,光栅方程,1,光栅方程d·sinθ=kλ仅适用于平行光垂直入射的情况。,对,错,,,A,,,方程基于平行光垂直入射推导，斜入射需修正为d(sinθ±sin i)=kλ,光栅方程;适用条件;垂直入射,OCR修正
q170,choice,光栅衍射,色分辨本领,1,光栅的色分辨本领R=λ/Δλ不仅与光栅狭缝总数N有关，还与衍射级次k成正比。,对,错,,,A,,,R=k·N，k为光谱级次，N为被照明的狭缝总数。提高级次或增加狭缝数均可提升色分辨本领（分辨相邻波长的能力）。,色分辨本领;R=kN;级次;狭缝总数,PDF自编
q171,choice,光栅衍射,光栅方程,1,光栅方程为：,A. d·sinθ=kλ,B. d·cosθ=kλ,C. d·tanθ=kλ,D. d=kλ·sinθ,A,,,光栅方程d·sinθ=kλ是平行光垂直入射时的基本公式，d为光栅常数,光栅方程;d·sinθ=kλ;垂直入射,PPTX适配
q172,choice,光栅衍射,光栅常数标定,1,为什么先用已知绿光(546.07nm)测定光栅常数d？,A. 绿光最亮,B. 光栅常数未知，需用标准波长标定后反推其他波长,C. 绿光波长最长,D. 仪器只对绿光敏感,B,,,以已知波长λ代入光栅方程求出d，再用d反算未知谱线的波长——间接测量经典范式,光栅常数标定;绿光546.07nm;间接测量,PPTX适配
q173,choice,光栅衍射,光栅,2,光栅刻线方向未与分光计转轴平行会导致：,A. 衍射角测量偏差，影响精度,B. 衍射条纹消失,C. 光栅损坏,D. 只影响高级次,A,,,刻线不平行转轴→衍射光不在水平面内→测量平面与分光计度盘平面不一致→角度偏差,光栅;刻线方向;转轴平行;测量误差,PPTX适配
q174,choice,光栅衍射,光栅,2,一束白光垂直入射光栅，k=2级光谱与k=3级光谱是否重叠？,A. 不重叠,B. 重叠,C. 只红光重叠,D. 只紫光重叠,B,,,k=2级长波端λ_红≈760nm→θ≈d·sinθ₁=2×760=1520nm；k=3级短波端λ_紫≈400nm→3×400=1200nm<1520nm，故高级次短波与低级次长波光谱重叠。,光栅;光谱重叠;级次;白光,PDF自编
q175,fill,光栅衍射,光栅方程,1,光栅方程表达式为 d·______ = kλ。,,,,,sinθ|sin(θ),1.0,,d为光栅常数，θ为衍射角，k为级次(整数),光栅方程;d·sinθ=kλ,PDF自编
q176,fill,光栅衍射,光栅常数标定,2,光栅衍射实验中，先用已知______光波长(546.07nm)标定光栅______，再反推其他谱线波长。,,,,,绿||常数|d,1.0,,以已知波长代入光栅方程求d，再用d反算未知波长——间接测量范式,光栅常数标定;绿光546.07nm;间接测量,PDF自编
q177,fill,光栅衍射,色分辨本领,2,色分辨本领R=λ/Δλ=______。,,,,,kN|k·N,1.0,,N为被照明的光栅狭缝总数，k为光谱级次,色分辨本领;R=kN;狭缝总数,PDF自编
q178,fill,光栅衍射,角色散率,2,光栅的角色散率D_θ=dθ/dλ=______。,,,,,k/(d·cosθ),1.0,,角色散率反映不同波长光谱线的角分离程度，与级次k成正比、与d·cosθ成反比,角色散率;dθ/dλ;k/(d·cosθ),PDF自编
